|Dart   |Boomer |Bomb   |Tack   |
|Adora  |Mortar |Sniper |Bomb   |
|Adora  |Mortar |Sniper |Tack   |
|Adora  |Mortar |Sniper |Ice    |
|Adora  |Mortar |Sniper |Glue   |
|Adora  |Mortar |Sniper |Sub    |
|Adora  |Mortar |Sniper |Ace    |
|Adora  |Mortar |Sniper |Heli   |
|Adora  |Mortar |Sniper |Super  |
|Adora  |Mortar |Sniper |Ninja  |
|Adora  |Mortar |Sniper |Alch   |
|Adora  |Mortar |Sniper |Druid  |
|Adora  |Mortar |Sniper |Spact  |
|Adora  |Mortar |Sniper |Village|
|Adora  |Mortar |Sniper |Engi   |
|Adora  |Mortar |Sub    |Dart   |
|Adora  |Mortar |Sub    |Boomer |
|Adora  |Mortar |Sub    |Bomb   |
|Adora  |Mortar |Sub    |Ice    |
|Adora  |Mortar |Sub    |Sniper |
|Adora  |Mortar |Sub    |Ninja  |
|Adora  |Mortar |Sub    |Druid  |
|Adora  |Mortar |Sub    |Spact  |
|Adora  |Mortar |Sub    |Engi   |
|Adora  |Mortar |Ace    |Bomb   |
|Adora  |Mortar |Ace    |Glue   |
|Adora  |Mortar |Ace    |Sniper |
|Adora  |Mortar |Ace    |Heli   |
|Adora  |Mortar |Ace    |Super  |
|Adora  |Mortar |Ace    |Ninja  |
|Adora  |Mortar |Ace    |Druid  |
|Adora  |Mortar |Ace    |Spact  |
|Adora  |Mortar |Ace    |Village|
|Adora  |Mortar |Heli   |Bomb   |
|Adora  |Mortar |Heli   |Ice    |
|Adora  |Mortar |Heli   |Glue   |
|Adora  |Mortar |Heli   |Sniper |
|Adora  |Mortar |Heli   |Ace    |
|Adora  |Mortar |Heli   |Super  |
|Adora  |Mortar |Heli   |Ninja  |
|Adora  |Mortar |Heli   |Spact  |
|Adora  |Mortar |Heli   |Village|
|Adora  |Mortar |Super  |Bomb   |
|Adora  |Mortar |Super  |Ice    |
|Adora  |Mortar |Super  |Glue   |
|Adora  |Mortar |Super  |Sniper |
|Adora  |Mortar |Super  |Ace    |
|Adora  |Mortar |Super  |Heli   |
|Adora  |Mortar |Super  |Alch   |
|Adora  |Mortar |Super  |Druid  |
|Adora  |Mortar |Super  |Spact  |
|Adora  |Mortar |Super  |Village|
|Adora  |Mortar |Ninja  |Dart   |
|Adora  |Mortar |Ninja  |Boomer |
|Adora  |Mortar |Ninja  |Bomb   |
|Adora  |Mortar |Ninja  |Tack   |
|Adora  |Mortar |Ninja  |Ice    |
|Adora  |Mortar |Ninja  |Sniper |
|Adora  |Mortar |Ninja  |Sub    |
|Adora  |Mortar |Ninja  |Ace    |
|Adora  |Mortar |Ninja  |Heli   |
|Adora  |Mortar |Ninja  |Druid  |
|Adora  |Mortar |Ninja  |Village|
|Adora  |Mortar |Ninja  |Engi   |
|Adora  |Mortar |Alch   |Boomer |
|Adora  |Mortar |Alch   |Bomb   |
|Adora  |Mortar |Alch   |Tack   |
|Adora  |Mortar |Alch   |Ice    |
|Adora  |Mortar |Alch   |Glue   |
|Adora  |Mortar |Alch   |Sniper |
|Adora  |Mortar |Alch   |Super  |
|Adora  |Mortar |Alch   |Druid  |
|Adora  |Mortar |Alch   |Village|
|Adora  |Mortar |Alch   |Engi   |
|Adora  |Mortar |Druid  |Dart   |
|Adora  |Mortar |Druid  |Boomer |
|Adora  |Mortar |Druid  |Bomb   |
|Adora  |Mortar |Druid  |Tack   |
|Adora  |Mortar |Druid  |Ice    |
|Adora  |Mortar |Druid  |Glue   |
|Adora  |Mortar |Druid  |Sniper |
|Adora  |Mortar |Druid  |Sub    |
|Adora  |Mortar |Druid  |Ace    |
|Adora  |Mortar |Druid  |Super  |
|Adora  |Mortar |Druid  |Ninja  |
|Adora  |Mortar |Druid  |Alch   |
|Adora  |Mortar |Druid  |Spact  |
|Adora  |Mortar |Druid  |Village|
|Adora  |Mortar |Druid  |Engi   |
|Adora  |Mortar |Spact  |Bomb   |
|Adora  |Mortar |Spact  |Ice    |
|Adora  |Mortar |Spact  |Glue   |
|Adora  |Mortar |Spact  |Sniper |
|Adora  |Mortar |Spact  |Sub    |
|Adora  |Mortar |Spact  |Ace    |
|Adora  |Mortar |Spact  |Heli   |
|Adora  |Mortar |Spact  |Super  |
|Adora  |Mortar |Spact  |Druid  |
|Adora  |Mortar |Spact  |Village|
|Adora  |Mortar |Spact  |Engi   |
|Adora  |Mortar |Village|Dart   |
|Adora  |Mortar |Village|Boomer |
|Adora  |Mortar |Village|Bomb   |
|Adora  |Mortar |Village|Tack   |
|Adora  |Mortar |Village|Ice    |
|Adora  |Mortar |Village|Glue   |
|Adora  |Mortar |Village|Sniper |
|Adora  |Mortar |Village|Ace    |
|Adora  |Mortar |Village|Heli   |
|Adora  |Mortar |Village|Super  |
|Adora  |Mortar |Village|Ninja  |
|Adora  |Mortar |Village|Alch   |
|Adora  |Mortar |Village|Druid  |
|Adora  |Mortar |Village|Spact  |
|Adora  |Mortar |Village|Engi   |
|Adora  |Mortar |Engi   |Dart   |
|Adora  |Mortar |Engi   |Boomer |
|Adora  |Mortar |Engi   |Bomb   |
|Adora  |Mortar |Engi   |Tack   |
|Adora  |Mortar |Engi   |Ice    |
|Adora  |Mortar |Engi   |Glue   |
|Adora  |Mortar |Engi   |Sniper |
|Adora  |Mortar |Engi   |Sub    |
|Adora  |Mortar |Engi   |Ninja  |
|Adora  |Mortar |Engi   |Alch   |
|Adora  |Mortar |Engi   |Druid  |
|Adora  |Mortar |Engi   |Spact  |
|Adora  |Mortar |Engi   |Village|
|Adora  |Wizard |Boomer |Bomb   |
|Adora  |Wizard |Boomer |Sniper |
|Adora  |Wizard |Boomer |Druid  |
|Adora  |Wizard |Bomb   |Boomer |
|Adora  |Wizard |Bomb   |Tack   |
|Adora  |Wizard |Bomb   |Glue   |
|Adora  |Wizard |Bomb   |Alch   |
|Adora  |Wizard |Bomb   |Druid  |
|Adora  |Wizard |Tack   |Bomb   |
|Adora  |Wizard |Tack   |Sniper |
|Adora  |Wizard |Tack   |Druid  |
|Adora  |Wizard |Tack   |Engi   |
|Adora  |Wizard |Ice    |Glue   |
|Adora  |Wizard |Ice    |Alch   |
|Adora  |Wizard |Ice    |Village|
|Adora  |Wizard |Ice    |Engi   |
|Adora  |Wizard |Glue   |Bomb   |
|Adora  |Wizard |Glue   |Ice    |
|Adora  |Wizard |Glue   |Alch   |
|Adora  |Wizard |Glue   |Druid  |
|Adora  |Wizard |Sniper |Boomer |
|Adora  |Wizard |Sniper |Tack   |
|Adora  |Wizard |Sniper |Sub    |
|Adora  |Wizard |Sniper |Alch   |
|Adora  |Wizard |Sniper |Druid  |
|Adora  |Wizard |Sniper |Engi   |
|Adora  |Wizard |Sub    |Sniper |
|Adora  |Wizard |Sub    |Alch   |
|Adora  |Wizard |Sub    |Druid  |
|Adora  |Wizard |Sub    |Village|
|Adora  |Wizard |Alch   |Bomb   |
|Adora  |Wizard |Alch   |Ice    |
|Adora  |Wizard |Alch   |Glue   |
|Adora  |Wizard |Alch   |Sniper |
|Adora  |Wizard |Alch   |Sub    |
|Adora  |Wizard |Alch   |Engi   |
|Adora  |Wizard |Druid  |Boomer |
|Adora  |Wizard |Druid  |Bomb   |
|Adora  |Wizard |Druid  |Tack   |
|Adora  |Wizard |Druid  |Glue   |
|Adora  |Wizard |Druid  |Sniper |
|Adora  |Wizard |Druid  |Sub    |
|Adora  |Wizard |Druid  |Engi   |
|Adora  |Wizard |Village|Ice    |
|Adora  |Wizard |Village|Sub    |
|Adora  |Wizard |Engi   |Tack   |
|Adora  |Wizard |Engi   |Ice    |
|Adora  |Wizard |Engi   |Sniper |
|Adora  |Wizard |Engi   |Alch   |
|Adora  |Wizard |Engi   |Druid  |
|Adora  |Super  |Dart   |Village|
|Adora  |Super  |Boomer |Bomb   |
|Adora  |Super  |Boomer |Tack   |
|Adora  |Super  |Boomer |Ice    |
|Adora  |Super  |Boomer |Glue   |
|Adora  |Super  |Boomer |Alch   |
|Adora  |Super  |Boomer |Druid  |
|Adora  |Super  |Boomer |Village|
|Adora  |Super  |Bomb   |Boomer |
|Adora  |Super  |Bomb   |Tack   |
|Adora  |Super  |Bomb   |Ice    |
|Adora  |Super  |Bomb   |Glue   |
|Adora  |Super  |Bomb   |Sniper |
|Adora  |Super  |Bomb   |Ace    |
|Adora  |Super  |Bomb   |Heli   |
|Adora  |Super  |Bomb   |Mortar |
|Adora  |Super  |Bomb   |Ninja  |
|Adora  |Super  |Bomb   |Alch   |
|Adora  |Super  |Bomb   |Druid  |
|Adora  |Super  |Bomb   |Spact  |
|Adora  |Super  |Bomb   |Village|
|Adora  |Super  |Tack   |Boomer |
|Adora  |Super  |Tack   |Bomb   |
|Adora  |Super  |Tack   |Ice    |
|Adora  |Super  |Tack   |Glue   |
|Adora  |Super  |Tack   |Sniper |
|Adora  |Super  |Tack   |Alch   |
|Adora  |Super  |Tack   |Druid  |
|Adora  |Super  |Tack   |Village|
|Adora  |Super  |Ice    |Boomer |
|Adora  |Super  |Ice    |Bomb   |
|Adora  |Super  |Ice    |Tack   |
|Adora  |Super  |Ice    |Glue   |
|Adora  |Super  |Ice    |Sniper |
|Adora  |Super  |Ice    |Heli   |
|Adora  |Super  |Ice    |Mortar |
|Adora  |Super  |Ice    |Ninja  |
|Adora  |Super  |Ice    |Alch   |
|Adora  |Super  |Ice    |Druid  |
|Adora  |Super  |Ice    |Spact  |
|Adora  |Super  |Ice    |Village|
|Adora  |Super  |Glue   |Boomer |
|Adora  |Super  |Glue   |Bomb   |
|Adora  |Super  |Glue   |Tack   |
|Adora  |Super  |Glue   |Ice    |
|Adora  |Super  |Glue   |Sniper |
|Adora  |Super  |Glue   |Ace    |
|Adora  |Super  |Glue   |Heli   |
|Adora  |Super  |Glue   |Mortar |
|Adora  |Super  |Glue   |Alch   |
|Adora  |Super  |Glue   |Druid  |
|Adora  |Super  |Glue   |Spact  |
|Adora  |Super  |Glue   |Village|
|Adora  |Super  |Sniper |Bomb   |
|Adora  |Super  |Sniper |Tack   |
|Adora  |Super  |Sniper |Ice    |
|Adora  |Super  |Sniper |Glue   |
|Adora  |Super  |Sniper |Ace    |
|Adora  |Super  |Sniper |Heli   |
|Adora  |Super  |Sniper |Mortar |
|Adora  |Super  |Sniper |Ninja  |
|Adora  |Super  |Sniper |Druid  |
|Adora  |Super  |Sniper |Spact  |
|Adora  |Super  |Sniper |Village|
|Adora  |Super  |Sniper |Engi   |
|Adora  |Super  |Bucc   |Druid  |
|Adora  |Super  |Ace    |Bomb   |
|Adora  |Super  |Ace    |Glue   |
|Adora  |Super  |Ace    |Sniper |
|Adora  |Super  |Ace    |Heli   |
|Adora  |Super  |Ace    |Mortar |
|Adora  |Super  |Ace    |Spact  |
|Adora  |Super  |Ace    |Village|
|Adora  |Super  |Heli   |Bomb   |
|Adora  |Super  |Heli   |Ice    |
|Adora  |Super  |Heli   |Glue   |
|Adora  |Super  |Heli   |Sniper |
|Adora  |Super  |Heli   |Ace    |
|Adora  |Super  |Heli   |Mortar |
|Adora  |Super  |Heli   |Spact  |
|Adora  |Super  |Heli   |Village|
|Adora  |Super  |Mortar |Bomb   |
|Adora  |Super  |Mortar |Ice    |
|Adora  |Super  |Mortar |Glue   |
|Adora  |Super  |Mortar |Sniper |
|Adora  |Super  |Mortar |Ace    |
|Adora  |Super  |Mortar |Heli   |
|Adora  |Super  |Mortar |Alch   |
|Adora  |Super  |Mortar |Druid  |
|Adora  |Super  |Mortar |Spact  |
|Adora  |Super  |Mortar |Village|
|Adora  |Super  |Ninja  |Bomb   |
|Adora  |Super  |Ninja  |Ice    |
|Adora  |Super  |Ninja  |Sniper |
|Adora  |Super  |Ninja  |Druid  |
|Adora  |Super  |Alch   |Boomer |
|Adora  |Super  |Alch   |Bomb   |
|Adora  |Super  |Alch   |Tack   |
|Adora  |Super  |Alch   |Ice    |
|Adora  |Super  |Alch   |Glue   |
|Adora  |Super  |Alch   |Mortar |
|Adora  |Super  |Alch   |Druid  |
|Adora  |Super  |Alch   |Village|
|Adora  |Super  |Alch   |Engi   |
|Adora  |Super  |Druid  |Boomer |
|Adora  |Super  |Druid  |Bomb   |
|Adora  |Super  |Druid  |Tack   |
|Adora  |Super  |Druid  |Ice    |
|Adora  |Super  |Druid  |Glue   |
|Adora  |Super  |Druid  |Sniper |
|Adora  |Super  |Druid  |Bucc   |
|Adora  |Super  |Druid  |Mortar |
|Adora  |Super  |Druid  |Ninja  |
|Adora  |Super  |Druid  |Alch   |
|Adora  |Super  |Druid  |Village|
|Adora  |Super  |Druid  |Engi   |
|Adora  |Super  |Spact  |Bomb   |
|Adora  |Super  |Spact  |Ice    |
|Adora  |Super  |Spact  |Glue   |
|Adora  |Super  |Spact  |Sniper |
|Adora  |Super  |Spact  |Ace    |
|Adora  |Super  |Spact  |Heli   |
|Adora  |Super  |Spact  |Mortar |
|Adora  |Super  |Spact  |Village|
|Adora  |Super  |Village|Dart   |
|Adora  |Super  |Village|Boomer |
|Adora  |Super  |Village|Bomb   |
|Adora  |Super  |Village|Tack   |
|Adora  |Super  |Village|Ice    |
|Adora  |Super  |Village|Glue   |
|Adora  |Super  |Village|Sniper |
|Adora  |Super  |Village|Ace    |
|Adora  |Super  |Village|Heli   |
|Adora  |Super  |Village|Mortar |
|Adora  |Super  |Village|Alch   |
|Adora  |Super  |Village|Druid  |
|Adora  |Super  |Village|Spact  |
|Adora  |Super  |Engi   |Sniper |
|Adora  |Super  |Engi   |Alch   |
|Adora  |Super  |Engi   |Druid  |
|Adora  |Ninja  |Dart   |Boomer |
|Adora  |Ninja  |Dart   |Bomb   |
|Adora  |Ninja  |Dart   |Tack   |
|Adora  |Ninja  |Dart   |Ice    |
|Adora  |Ninja  |Dart   |Glue   |
|Adora  |Ninja  |Dart   |Sniper |
|Adora  |Ninja  |Dart   |Sub    |
|Adora  |Ninja  |Dart   |Bucc   |
|Adora  |Ninja  |Dart   |Ace    |
|Adora  |Ninja  |Dart   |Mortar |
|Adora  |Ninja  |Dart   |Druid  |
|Adora  |Ninja  |Dart   |Spact  |
|Adora  |Ninja  |Dart   |Village|
|Adora  |Ninja  |Dart   |Engi   |
|Adora  |Ninja  |Boomer |Dart   |
|Adora  |Ninja  |Boomer |Bomb   |
|Adora  |Ninja  |Boomer |Tack   |
|Adora  |Ninja  |Boomer |Ice    |
|Adora  |Ninja  |Boomer |Glue   |
|Adora  |Ninja  |Boomer |Sniper |
|Adora  |Ninja  |Boomer |Sub    |
|Adora  |Ninja  |Boomer |Bucc   |
|Adora  |Ninja  |Boomer |Mortar |
|Adora  |Ninja  |Boomer |Druid  |
|Adora  |Ninja  |Boomer |Village|
|Adora  |Ninja  |Boomer |Engi   |
|Adora  |Ninja  |Bomb   |Dart   |
|Adora  |Ninja  |Bomb   |Boomer |
|Adora  |Ninja  |Bomb   |Tack   |
|Adora  |Ninja  |Bomb   |Ice    |
|Adora  |Ninja  |Bomb   |Glue   |
|Adora  |Ninja  |Bomb   |Sniper |
|Adora  |Ninja  |Bomb   |Sub    |
|Adora  |Ninja  |Bomb   |Bucc   |
|Adora  |Ninja  |Bomb   |Ace    |
|Adora  |Ninja  |Bomb   |Mortar |
|Adora  |Ninja  |Bomb   |Super  |
|Adora  |Ninja  |Bomb   |Druid  |
|Adora  |Ninja  |Bomb   |Engi   |
|Adora  |Ninja  |Tack   |Dart   |
|Adora  |Ninja  |Tack   |Boomer |
|Adora  |Ninja  |Tack   |Bomb   |
|Adora  |Ninja  |Tack   |Ice    |
|Adora  |Ninja  |Tack   |Glue   |
|Adora  |Ninja  |Tack   |Sniper |
|Adora  |Ninja  |Tack   |Sub    |
|Adora  |Ninja  |Tack   |Bucc   |
|Adora  |Ninja  |Tack   |Ace    |
|Adora  |Ninja  |Tack   |Mortar |
|Adora  |Ninja  |Tack   |Druid  |
|Adora  |Ninja  |Tack   |Engi   |
|Adora  |Ninja  |Ice    |Dart   |
|Adora  |Ninja  |Ice    |Boomer |
|Adora  |Ninja  |Ice    |Bomb   |
|Adora  |Ninja  |Ice    |Tack   |
|Adora  |Ninja  |Ice    |Glue   |
|Adora  |Ninja  |Ice    |Sniper |
|Adora  |Ninja  |Ice    |Sub    |
|Adora  |Ninja  |Ice    |Bucc   |
|Adora  |Ninja  |Ice    |Mortar |
|Adora  |Ninja  |Ice    |Super  |
|Adora  |Ninja  |Ice    |Druid  |
|Adora  |Ninja  |Ice    |Spact  |
|Adora  |Ninja  |Ice    |Village|
|Adora  |Ninja  |Ice    |Engi   |
|Adora  |Ninja  |Glue   |Dart   |
|Adora  |Ninja  |Glue   |Boomer |
|Adora  |Ninja  |Glue   |Bomb   |
|Adora  |Ninja  |Glue   |Tack   |
|Adora  |Ninja  |Glue   |Ice    |
|Adora  |Ninja  |Glue   |Sniper |
|Adora  |Ninja  |Glue   |Sub    |
|Adora  |Ninja  |Glue   |Bucc   |
|Adora  |Ninja  |Glue   |Druid  |
|Adora  |Ninja  |Glue   |Spact  |
|Adora  |Ninja  |Glue   |Engi   |
|Adora  |Ninja  |Sniper |Dart   |
|Adora  |Ninja  |Sniper |Boomer |
|Adora  |Ninja  |Sniper |Bomb   |
|Adora  |Ninja  |Sniper |Tack   |
|Adora  |Ninja  |Sniper |Ice    |
|Adora  |Ninja  |Sniper |Glue   |
|Adora  |Ninja  |Sniper |Sub    |
|Adora  |Ninja  |Sniper |Bucc   |
|Adora  |Ninja  |Sniper |Ace    |
|Adora  |Ninja  |Sniper |Mortar |
|Adora  |Ninja  |Sniper |Super  |
|Adora  |Ninja  |Sniper |Druid  |
|Adora  |Ninja  |Sniper |Spact  |
|Adora  |Ninja  |Sniper |Village|
|Adora  |Ninja  |Sniper |Engi   |
|Adora  |Ninja  |Sub    |Dart   |
|Adora  |Ninja  |Sub    |Boomer |
|Adora  |Ninja  |Sub    |Bomb   |
|Adora  |Ninja  |Sub    |Tack   |
|Adora  |Ninja  |Sub    |Ice    |
|Adora  |Ninja  |Sub    |Glue   |
|Adora  |Ninja  |Sub    |Sniper |
|Adora  |Ninja  |Sub    |Bucc   |
|Adora  |Ninja  |Sub    |Ace    |
|Adora  |Ninja  |Sub    |Mortar |
|Adora  |Ninja  |Sub    |Druid  |
|Adora  |Ninja  |Sub    |Spact  |
|Adora  |Ninja  |Sub    |Village|
|Adora  |Ninja  |Sub    |Engi   |
|Adora  |Ninja  |Bucc   |Dart   |
|Adora  |Ninja  |Bucc   |Boomer |
|Adora  |Ninja  |Bucc   |Bomb   |
|Adora  |Ninja  |Bucc   |Tack   |
|Adora  |Ninja  |Bucc   |Ice    |
|Adora  |Ninja  |Bucc   |Glue   |
|Adora  |Ninja  |Bucc   |Sniper |
|Adora  |Ninja  |Bucc   |Sub    |
|Adora  |Ninja  |Bucc   |Druid  |
|Adora  |Ninja  |Bucc   |Spact  |
|Adora  |Ninja  |Bucc   |Village|
|Adora  |Ninja  |Bucc   |Engi   |
|Adora  |Ninja  |Ace    |Dart   |
|Adora  |Ninja  |Ace    |Bomb   |
|Adora  |Ninja  |Ace    |Tack   |
|Adora  |Ninja  |Ace    |Sniper |
|Adora  |Ninja  |Ace    |Sub    |
|Adora  |Ninja  |Ace    |Mortar |
|Adora  |Ninja  |Ace    |Druid  |
|Adora  |Ninja  |Ace    |Village|
|Adora  |Ninja  |Heli   |Mortar |
|Adora  |Ninja  |Heli   |Spact  |
|Adora  |Ninja  |Heli   |Engi   |
|Adora  |Ninja  |Mortar |Dart   |
|Adora  |Ninja  |Mortar |Boomer |
|Adora  |Ninja  |Mortar |Bomb   |
|Adora  |Ninja  |Mortar |Tack   |
|Adora  |Ninja  |Mortar |Ice    |
|Adora  |Ninja  |Mortar |Sniper |
|Adora  |Ninja  |Mortar |Sub    |
|Adora  |Ninja  |Mortar |Ace    |
|Adora  |Ninja  |Mortar |Heli   |
|Adora  |Ninja  |Mortar |Druid  |
|Adora  |Ninja  |Mortar |Village|
|Adora  |Ninja  |Mortar |Engi   |
|Adora  |Ninja  |Super  |Bomb   |
|Adora  |Ninja  |Super  |Ice    |
|Adora  |Ninja  |Super  |Sniper |
|Adora  |Ninja  |Super  |Druid  |
|Adora  |Ninja  |Druid  |Dart   |
|Adora  |Ninja  |Druid  |Boomer |
|Adora  |Ninja  |Druid  |Bomb   |
|Adora  |Ninja  |Druid  |Tack   |
|Adora  |Ninja  |Druid  |Ice    |
|Adora  |Ninja  |Druid  |Glue   |
|Adora  |Ninja  |Druid  |Sniper |
|Adora  |Ninja  |Druid  |Sub    |
|Adora  |Ninja  |Druid  |Bucc   |
|Adora  |Ninja  |Druid  |Ace    |
|Adora  |Ninja  |Druid  |Mortar |
|Adora  |Ninja  |Druid  |Super  |
|Adora  |Ninja  |Druid  |Spact  |
|Adora  |Ninja  |Druid  |Village|
|Adora  |Ninja  |Druid  |Engi   |
|Adora  |Ninja  |Spact  |Dart   |
|Adora  |Ninja  |Spact  |Ice    |
|Adora  |Ninja  |Spact  |Glue   |
|Adora  |Ninja  |Spact  |Sniper |
|Adora  |Ninja  |Spact  |Sub    |
|Adora  |Ninja  |Spact  |Bucc   |
|Adora  |Ninja  |Spact  |Heli   |
|Adora  |Ninja  |Spact  |Druid  |
|Adora  |Ninja  |Spact  |Village|
|Adora  |Ninja  |Spact  |Engi   |
|Adora  |Ninja  |Village|Dart   |
|Adora  |Ninja  |Village|Boomer |
|Adora  |Ninja  |Village|Ice    |
|Adora  |Ninja  |Village|Sniper |
|Adora  |Ninja  |Village|Sub    |
|Adora  |Ninja  |Village|Bucc   |
|Adora  |Ninja  |Village|Ace    |
|Adora  |Ninja  |Village|Mortar |
|Adora  |Ninja  |Village|Druid  |
|Adora  |Ninja  |Village|Spact  |
|Adora  |Ninja  |Village|Engi   |
|Adora  |Ninja  |Engi   |Dart   |
|Adora  |Ninja  |Engi   |Boomer |
|Adora  |Ninja  |Engi   |Bomb   |
|Adora  |Ninja  |Engi   |Tack   |
|Adora  |Ninja  |Engi   |Ice    |
|Adora  |Ninja  |Engi   |Glue   |
|Adora  |Ninja  |Engi   |Sniper |
|Adora  |Ninja  |Engi   |Sub    |
|Adora  |Ninja  |Engi   |Bucc   |
|Adora  |Ninja  |Engi   |Heli   |
|Adora  |Ninja  |Engi   |Mortar |
|Adora  |Ninja  |Engi   |Druid  |
|Adora  |Ninja  |Engi   |Spact  |
|Adora  |Ninja  |Engi   |Village|
|Adora  |Alch   |Dart   |Boomer |
|Adora  |Alch   |Dart   |Bomb   |
|Adora  |Alch   |Dart   |Tack   |
|Adora  |Alch   |Dart   |Ice    |
|Adora  |Alch   |Dart   |Glue   |
|Adora  |Alch   |Dart   |Sniper |
|Adora  |Alch   |Dart   |Sub    |
|Adora  |Alch   |Dart   |Bucc   |
|Adora  |Alch   |Dart   |Druid  |
|Adora  |Alch   |Dart   |Spact  |
|Adora  |Alch   |Dart   |Village|
|Adora  |Alch   |Dart   |Engi   |
|Adora  |Alch   |Boomer |Dart   |
|Adora  |Alch   |Boomer |Bomb   |
|Adora  |Alch   |Boomer |Tack   |
|Adora  |Alch   |Boomer |Ice    |
|Adora  |Alch   |Boomer |Glue   |
|Adora  |Alch   |Boomer |Sniper |
|Adora  |Alch   |Boomer |Mortar |
|Adora  |Alch   |Boomer |Super  |
|Adora  |Alch   |Boomer |Druid  |
|Adora  |Alch   |Boomer |Engi   |
|Adora  |Alch   |Bomb   |Dart   |
|Adora  |Alch   |Bomb   |Boomer |
|Adora  |Alch   |Bomb   |Tack   |
|Adora  |Alch   |Bomb   |Ice    |
|Adora  |Alch   |Bomb   |Glue   |
|Adora  |Alch   |Bomb   |Sniper |
|Adora  |Alch   |Bomb   |Sub    |
|Adora  |Alch   |Bomb   |Bucc   |
|Adora  |Alch   |Bomb   |Ace    |
|Adora  |Alch   |Bomb   |Mortar |
|Adora  |Alch   |Bomb   |Wizard |
|Adora  |Alch   |Bomb   |Super  |
|Adora  |Alch   |Bomb   |Druid  |
|Adora  |Alch   |Bomb   |Village|
|Adora  |Alch   |Bomb   |Engi   |
|Adora  |Alch   |Tack   |Dart   |
|Adora  |Alch   |Tack   |Boomer |
|Adora  |Alch   |Tack   |Bomb   |
|Adora  |Alch   |Tack   |Ice    |
|Adora  |Alch   |Tack   |Glue   |
|Adora  |Alch   |Tack   |Sniper |
|Adora  |Alch   |Tack   |Bucc   |
|Adora  |Alch   |Tack   |Ace    |
|Adora  |Alch   |Tack   |Mortar |
|Adora  |Alch   |Tack   |Super  |
|Adora  |Alch   |Tack   |Druid  |
|Adora  |Alch   |Tack   |Village|
|Adora  |Alch   |Tack   |Engi   |
|Adora  |Alch   |Ice    |Dart   |
|Adora  |Alch   |Ice    |Boomer |
|Adora  |Alch   |Ice    |Bomb   |
|Adora  |Alch   |Ice    |Tack   |
|Adora  |Alch   |Ice    |Glue   |
|Adora  |Alch   |Ice    |Sniper |
|Adora  |Alch   |Ice    |Sub    |
|Adora  |Alch   |Ice    |Bucc   |
|Adora  |Alch   |Ice    |Mortar |
|Adora  |Alch   |Ice    |Wizard |
|Adora  |Alch   |Ice    |Super  |
|Adora  |Alch   |Ice    |Druid  |
|Adora  |Alch   |Ice    |Spact  |
|Adora  |Alch   |Ice    |Village|
|Adora  |Alch   |Ice    |Engi   |
|Adora  |Alch   |Glue   |Dart   |
|Adora  |Alch   |Glue   |Boomer |
|Adora  |Alch   |Glue   |Bomb   |
|Adora  |Alch   |Glue   |Tack   |
|Adora  |Alch   |Glue   |Ice    |
|Adora  |Alch   |Glue   |Sniper |
|Adora  |Alch   |Glue   |Sub    |
|Adora  |Alch   |Glue   |Bucc   |
|Adora  |Alch   |Glue   |Mortar |
|Adora  |Alch   |Glue   |Wizard |
|Adora  |Alch   |Glue   |Super  |
|Adora  |Alch   |Glue   |Druid  |
|Adora  |Alch   |Glue   |Spact  |
|Adora  |Alch   |Glue   |Village|
|Adora  |Alch   |Glue   |Engi   |
|Adora  |Alch   |Sniper |Dart   |
|Adora  |Alch   |Sniper |Boomer |
|Adora  |Alch   |Sniper |Bomb   |
|Adora  |Alch   |Sniper |Tack   |
|Adora  |Alch   |Sniper |Ice    |
|Adora  |Alch   |Sniper |Glue   |
|Adora  |Alch   |Sniper |Sub    |
|Adora  |Alch   |Sniper |Bucc   |
|Adora  |Alch   |Sniper |Ace    |
|Adora  |Alch   |Sniper |Mortar |
|Adora  |Alch   |Sniper |Wizard |
|Adora  |Alch   |Sniper |Druid  |
|Adora  |Alch   |Sniper |Spact  |
|Adora  |Alch   |Sniper |Village|
|Adora  |Alch   |Sniper |Engi   |
|Adora  |Alch   |Sub    |Dart   |
|Adora  |Alch   |Sub    |Bomb   |
|Adora  |Alch   |Sub    |Ice    |
|Adora  |Alch   |Sub    |Glue   |
|Adora  |Alch   |Sub    |Sniper |
|Adora  |Alch   |Sub    |Wizard |
|Adora  |Alch   |Sub    |Druid  |
|Adora  |Alch   |Sub    |Spact  |
|Adora  |Alch   |Sub    |Village|
|Adora  |Alch   |Sub    |Engi   |
|Adora  |Alch   |Bucc   |Dart   |
|Adora  |Alch   |Bucc   |Bomb   |
|Adora  |Alch   |Bucc   |Tack   |
|Adora  |Alch   |Bucc   |Ice    |
|Adora  |Alch   |Bucc   |Glue   |
|Adora  |Alch   |Bucc   |Sniper |
|Adora  |Alch   |Bucc   |Druid  |
|Adora  |Alch   |Bucc   |Engi   |
|Adora  |Alch   |Ace    |Bomb   |
|Adora  |Alch   |Ace    |Tack   |
|Adora  |Alch   |Ace    |Sniper |
|Adora  |Alch   |Ace    |Druid  |
|Adora  |Alch   |Ace    |Village|
|Adora  |Alch   |Mortar |Boomer |
|Adora  |Alch   |Mortar |Bomb   |
|Adora  |Alch   |Mortar |Tack   |
|Adora  |Alch   |Mortar |Ice    |
|Adora  |Alch   |Mortar |Glue   |
