|Ezili  |Ninja  |Alch   |Engi   |
|Bomb   |Sniper |Heli   |Spac   |epicalex4444|ZMFHVXD|N
|Bomb   |Sniper |Druid  |Spac   |epicalex4444|ZMFHVXD|N
|Bomb   |Sniper |Spac   |Village|epicalex4444|ZMFHVXD|N
|Gwen   |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Striker|Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Obyn   |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Etienne|Bomb   |Sniper |Spact  |epicalex4444|ZMFHVXD|N
|Church |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Ben    |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Ezili  |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Pat    |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Adora  |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Brick  |Bomb   |Sniper |Spac   |epicalex4444|ZMFHVXD|N
|Etienne|Ice    |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Glue   |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Heli   |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Ninja  |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Alch   |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Druid  |Village|Engi   |Uniquepotatoes|ZMFUKVG|N
|Etienne|Dart   |Super  |Village|coolio1223|ZMFUMWT|N
|Gwen   |Mortar |Druid  |Village|clevelandfan32|ZMFVFGV|N
|Glue   |Sniper |Heli   |Village|clevelandfan32|ZMFVGDB|N
|Church |Glue   |Sniper |Village|clevelandfan32|ZMFVUHM|N
|Ice    |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Glue   |Sniper |Mortar |Druid  |epicalex4444|ZMFHKRW|N
|Glue   |Sniper |Mortar |Spac   |epicalex4444|ZMFHKRW|N
|Glue   |Sniper |Mortar |Village|epicalex4444|ZMFHKRW|N
|Glue   |Sniper |Mortar |Engi   |epicalex4444|ZMFHKRW|N
|Gwen   |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Striker|Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Obyn   |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Etienne|Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Church |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Ben    |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Ezili  |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Pat    |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Adora  |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Brick  |Glue   |Sniper |Mortar |epicalex4444|ZMFHKRW|N
|Dart   |Boomer |Bomb   |Ninja  |Aaron Cook|ZMFVVPS|N
|Dart   |Boomer |Tack   |Ninja  |infinity|ZMFVVLF|N
|Gwen   |Glue   |Sniper |Village|infinity|ZMFVVOX|N
|Gwen   |Boomer |Bucc   |Druid  |infinity|ZMFVWFE|N
|Gwen   |Bomb   |Bucc   |Druid  |infinity|ZMFVWFE|N
|Gwen   |Tack   |Bucc   |Druid  |infinity|ZMFVWFE|N
|Gwen   |Ice    |Bucc   |Druid  |infinity|ZMFVWFE|N
|Gwen   |Sniper |Bucc   |Druid  |infinity|ZMFVWFE|N
|Gwen   |Bucc   |Ninja  |Druid  |infinity|ZMFVWFE|N
|Gwen   |Bucc   |Druid  |Engi   |infinity|ZMFVWFE|N
|Bomb   |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Tack   |Mortar |Alch   |Druid  |infinity|ZMFVWUR|N
|Gwen   |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Obyn   |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Ben    |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Ezili  |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Pat    |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Brick  |Tack   |Mortar |Alch   |infinity|ZMFVWUR|N
|Sniper |Sub    |Mortar |Ninja  |epicalex4444|ZMFHMKD|N
|Sniper |Sub    |Mortar |Engi   |epicalex4444|ZMFHMKD|N
|Quincy |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Gwen   |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Obyn   |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Etienne|Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Ben    |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Ezili  |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Pat    |Sniper |Sub    |Mortar |epicalex4444|ZMFHMKD|N
|Dart   |Sub    |Bucc   |Ninja  |Aaron Cook|ZMFVWVO|N
|Quincy |Dart   |Sub    |Bucc   |Aaron Cook|ZMFVWVO|N
|Striker|Dart   |Sub    |Bucc   |Aaron Cook|ZMFVWVO|N
|Obyn   |Dart   |Sub    |Bucc   |Aaron Cook|ZMFVWVO|N
|Etienne|Dart   |Sub    |Bucc   |Aaron Cook|ZMFVWVO|N
|Ben    |Dart   |Sub    |Bucc   |Aaron Cook|ZMFVWVO|N
|Boomer |Tack   |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Boomer |Sniper |Druid  |Spac   |LankyMcSwanky|ZMFVWAF|N
|Quincy |Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Striker|Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Obyn   |Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Pat    |Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Adora  |Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Brick  |Boomer |Sniper |Spac   |LankyMcSwanky|ZMFVWAF|N
|Boomer |Ice    |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Boomer |Sniper |Sub    |Ninja  |Aaron Cook|ZMFVTYE|N
|Quincy |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Gwen   |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Striker|Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Obyn   |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Ben    |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Ezili  |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Pat    |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Brick  |Boomer |Sniper |Sub    |Aaron Cook|ZMFVTYE|N
|Boomer |Ice    |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Boomer |Sub    |Ninja  |Druid  |Aaron Cook|ZMFVTOS|N
|Quincy |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Gwen   |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Striker|Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Obyn   |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Ben    |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Ezili  |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Pat    |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Brick  |Boomer |Sub    |Druid  |Aaron Cook|ZMFVTOS|N
|Bomb   |Tack   |Mortar |Ninja  |epicalex4444|ZMFUCDU|N
|Bomb   |Tack   |Mortar |Druid  |epicalex4444|ZMFUCDU|N
|Bomb   |Tack   |Mortar |Engi   |epicalex4444|ZMFUCDU|N
|Gwen   |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Obyn   |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Etienne|Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Ben    |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Ezili  |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Pat    |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Adora  |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Brick  |Bomb   |Tack   |Mortar |epicalex4444|ZMFUCDU|N
|Bomb   |Sniper |Alch   |Village|infinity|ZMFVABA|N
|Ezili  |Tack   |Mortar |Ninja  |infinity|ZMFVAOV|N
|Ezili  |Tack   |Mortar |Druid  |infinity|ZMFVAOV|N
|Ezili  |Tack   |Mortar |Engi   |infinity|ZMFVAOV|N
|Ice    |Sniper |Mortar |Alch   |epicalex4444|ZMFUXBM|N
|Ice    |Sniper |Mortar |Druid  |epicalex4444|ZMFUXBM|N
|Ice    |Sniper |Mortar |Spac   |epicalex4444|ZMFUXBM|N
|Ice    |Sniper |Mortar |Village|epicalex4444|ZMFUXBM|N
|Ice    |Sniper |Mortar |Engi   |epicalex4444|ZMFUXBM|N
|Quincy |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Gwen   |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Striker|Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Obyn   |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Etienne|Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Church |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Ben    |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Ezili  |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Pat    |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Adora  |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Brick  |Ice    |Sniper |Mortar |epicalex4444|ZMFUXBM|N
|Striker|Bomb   |Sniper |Village|clevelandfan32|ZMFVBGD|N
|Church |Bomb   |Sniper |Village|clevelandfan32|ZMFVBWY|N
|Church |Bomb   |Sniper |Sub    |infinity|ZMFVBOD|N
|Church |Ice    |Sniper |Sub    |infinity|ZMFVBOD|N
|Church |Sniper |Sub    |Village|infinity|ZMFVBOD|N
|Etienne|Dart   |Ice    |Sub    |infinity|ZMFVCFO|N
|Etienne|Dart   |Sub    |Ninja  |infinity|ZMFVCFO|N
|Etienne|Dart   |Sub    |Spact  |infinity|ZMFVCFO|N
|Etienne|Dart   |Sub    |Village|infinity|ZMFVCFO|N
|Etienne|Bomb   |Sniper |Sub    |infinity|ZMFVCGD|N
|Etienne|Tack   |Sniper |Sub    |infinity|ZMFVCGD|N
|Etienne|Ice    |Sniper |Sub    |infinity|ZMFVCGD|N
|Etienne|Glue   |Sniper |Sub    |infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Bucc   |infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Ninja  |infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Alch   |infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Spact  |infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Village|infinity|ZMFVCGD|N
|Etienne|Sniper |Sub    |Engi   |infinity|ZMFVCGD|N
|Sniper |Mortar |Druid  |Spac   |Vader123987|ZMFVCTC|N
|Sniper |Mortar |Spac   |Village|Vader123987|ZMFVCTC|N
|Quincy |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Gwen   |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Striker|Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Obyn   |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Etienne|Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Etienne|Sniper |Mortar |Spact  |Vader123987|ZMFVCTC|N
|Church |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Ben    |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Ezili  |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Pat    |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Adora  |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Brick  |Sniper |Mortar |Spac   |Vader123987|ZMFVCTC|N
|Etienne|Bomb   |Sniper |Heli   |LankyMcSwanky|ZMFVCXM|N
|Etienne|Tack   |Sniper |Heli   |LankyMcSwanky|ZMFVCXM|N
|Etienne|Glue   |Sniper |Heli   |LankyMcSwanky|ZMFVCXM|N
|Etienne|Sniper |Heli   |Spac   |LankyMcSwanky|ZMFVCXM|N
|Etienne|Sniper |Heli   |Druid  |LankyMcSwanky|ZMFVCXM|N
|Etienne|Sniper |Heli   |Spact  |LankyMcSwanky|ZMFVCXM|N
|Etienne|Sniper |Heli   |Village|LankyMcSwanky|ZMFVCXM|N
|Boomer |Ice    |Sub    |Ninja  |infinity|ZMFVCCD|N
|Etienne|Dart   |Bomb   |Heli   |LankyMcSwanky|ZMFVCSD|N
|Ezili  |Ninja  |Spac   |Engi   |infinity|ZMFVCDA|N
|Ice    |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Glue   |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Sniper |Sub    |Alch   |Spac   |infinity|ZMFVCDR|N
|Sniper |Alch   |Spac   |Village|infinity|ZMFVCDR|N
|Striker|Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Etienne|Sniper |Alch   |Spact  |infinity|ZMFVCDR|N
|Ben    |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Ezili  |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Pat    |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Brick  |Sniper |Alch   |Spac   |infinity|ZMFVCDR|N
|Adora  |Bomb   |Ice    |Heli   |infinity|ZMFVCPD|N
|Adora  |Ice    |Glue   |Heli   |infinity|ZMFVCPD|N
|Adora  |Ice    |Heli   |Mortar |infinity|ZMFVCPD|N
|Adora  |Ice    |Heli   |Druid  |infinity|ZMFVCPD|N
|Dart   |Alch   |Spac   |Engi   |infinity|ZMFVCRG|N
|Striker|Dart   |Alch   |Spac   |infinity|ZMFVCRG|N
|Etienne|Dart   |Alch   |Spact  |infinity|ZMFVCRG|N
|Ben    |Dart   |Alch   |Spac   |infinity|ZMFVCRG|N
|Ezili  |Dart   |Alch   |Spac   |infinity|ZMFVCRG|N
|Pat    |Dart   |Alch   |Spac   |infinity|ZMFVCRG|N
|Brick  |Dart   |Alch   |Spac   |infinity|ZMFVCRG|N
|Adora  |Bomb   |Sub    |Druid  |infinity|ZMFVSFU|N
|Adora  |Ice    |Sub    |Druid  |infinity|ZMFVSFU|N
|Adora  |Sub    |Ninja  |Druid  |infinity|ZMFVSFU|N
|Sniper |Mortar |Alch   |Druid  |epicalex4444|ZMFUXLR|N
|Sniper |Mortar |Alch   |Village|epicalex4444|ZMFUXLR|N
|Sniper |Mortar |Alch   |Engi   |epicalex4444|ZMFUXLR|N
|Quincy |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Gwen   |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Striker|Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Obyn   |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Etienne|Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Church |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Ben    |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Ezili  |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Pat    |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Brick  |Sniper |Mortar |Alch   |epicalex4444|ZMFUXLR|N
|Sniper |Mortar |Ninja  |Engi   |epicalex4444|ZMFUABW|N
|Sniper |Mortar |Druid  |Engi   |epicalex4444|ZMFUABW|N
|Quincy |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Gwen   |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Striker|Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Obyn   |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Etienne|Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Church |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Ben    |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Ezili  |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Pat    |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Brick  |Sniper |Mortar |Engi   |epicalex4444|ZMFUABW|N
|Sniper |Mortar |Ninja  |Druid  |epicalex4444|ZMFUAHT|N
|Quincy |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Gwen   |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Striker|Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Obyn   |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Etienne|Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Church |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Ben    |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Ezili  |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Pat    |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Brick  |Sniper |Mortar |Ninja  |epicalex4444|ZMFUAHT|N
|Sniper |Mortar |Druid  |Village|epicalex4444|ZMFVDUY|N
|Etienne|Sniper |Mortar |Village|epicalex4444|ZMFVDUY|N
|Ezili  |Sniper |Mortar |Village|epicalex4444|ZMFVDUY|N
|Adora  |Ice    |Ninja  |Village|ThinkHam|ZMFVDRP|N
|Adora  |Sniper |Ninja  |Village|ThinkHam|ZMFVDRP|N
|Adora  |Ninja  |Spac   |Village|ThinkHam|ZMFVDRP|N
|Tack   |Mortar |Ninja  |Druid  |epicalex4444|ZMFVEUO|N
|Tack   |Mortar |Druid  |Engi   |epicalex4444|ZMFVEUO|N
|Gwen   |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Obyn   |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Etienne|Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Ben    |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Pat    |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Adora  |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Brick  |Tack   |Mortar |Druid  |epicalex4444|ZMFVEUO|N
|Obyn   |Bomb   |Druid  |Village|clevelandfan32|ZMFVPVK|N
|Pat    |Tack   |Ice    |Sub    |infinity|ZMFVRFL|N
|Tack   |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Ice    |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Sniper |Sub    |Ninja  |Spac   |infinity|ZMFVRWK|N
|Sniper |Sub    |Spac   |Village|infinity|ZMFVRWK|N
|Quincy |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Gwen   |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Striker|Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Obyn   |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Ben    |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Ezili  |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Pat    |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Brick  |Sniper |Sub    |Spac   |infinity|ZMFVRWK|N
|Obyn   |Sniper |Sub    |Alch   |infinity|ZMFVRSP|N
|Bomb   |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Tack   |Ice    |Sniper |Sub    |infinity|ZMFVRDP|N
|Tack   |Glue   |Sniper |Sub    |infinity|ZMFVRDP|N
|Tack   |Sniper |Sub    |Bucc   |infinity|ZMFVRDP|N
|Tack   |Sniper |Sub    |Ninja  |infinity|ZMFVRDP|N
|Tack   |Sniper |Sub    |Engi   |infinity|ZMFVRDP|N
|Quincy |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Gwen   |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Striker|Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Obyn   |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Ben    |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Ezili  |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Brick  |Tack   |Sniper |Sub    |infinity|ZMFVRDP|N
|Ice    |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Quincy |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Gwen   |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Obyn   |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Etienne|Sub    |Mortar |Spact  |epicalex4444|ZMFVMHX|N
|Ben    |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Ezili  |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Pat    |Sub    |Mortar |Spac   |epicalex4444|ZMFVMHX|N
|Adora  |Bomb   |Sniper |Village|clevelandfan32|ZMFWFKK|N
|Bomb   |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Glue   |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Sniper |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Sub    |Bucc   |Ninja  |Engi   |infinity|ZMFWUBU|N
|Quincy |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Gwen   |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Striker|Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Obyn   |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Etienne|Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Ben    |Sub    |Bucc   |Engi   |infinity|ZMFWUBU|N
|Glue   |Sniper |Sub    |Bucc   |infinity|ZMFWUCM|N
|Quincy |Glue   |Sub    |Bucc   |infinity|ZMFWUCM|N
|Striker|Glue   |Sub    |Bucc   |infinity|ZMFWUCM|N
|Obyn   |Glue   |Sub    |Bucc   |infinity|ZMFWUCM|N
|Etienne|Glue   |Sub    |Bucc   |infinity|ZMFWUCM|N
|Ben    |Glue   |Sub    |Bucc   |infinity|ZMFWUCM|N
|Bomb   |Sniper |Sub    |Bucc   |infinity|ZMFWUCW|N
|Bomb   |Sub    |Bucc   |Ninja  |infinity|ZMFWUCW|N
|Quincy |Bomb   |Sub    |Bucc   |infinity|ZMFWUCW|N
|Gwen   |Bomb   |Sub    |Bucc   |infinity|ZMFWUCW|N
|Obyn   |Bomb   |Sub    |Bucc   |infinity|ZMFWUCW|N
|Etienne|Bomb   |Sub    |Bucc   |infinity|ZMFWUCW|N
|Ben    |Bomb   |Sub    |Bucc   |infinity|ZMFWUCW|N
|Etienne|Tack   |Sub    |Bucc   |infinity|ZMFWUCO|N
|Etienne|Sub    |Bucc   |Ninja  |infinity|ZMFWUCO|N
|Etienne|Sub    |Bucc   |Spact  |infinity|ZMFWUCO|N
|Ben    |Tack   |Sub    |Bucc   |infinity|ZMFWUSS|N
|Ben    |Sniper |Sub    |Bucc   |infinity|ZMFWUSS|N
|Ben    |Sub    |Bucc   |Ninja  |infinity|ZMFWUSS|N
|Ben    |Sub    |Bucc   |Spac   |infinity|ZMFWUSS|N
|Quincy |Sub    |Bucc   |Spac   |infinity|ZMFWUDH|N
|Striker|Sub    |Bucc   |Spac   |infinity|ZMFWUDH|N
|Obyn   |Sub    |Bucc   |Spac   |infinity|ZMFWUDH|N
|Sniper |Sub    |Bucc   |Ninja  |infinity|ZMFWUPT|N
|Quincy |Sub    |Bucc   |Ninja  |infinity|ZMFWUPT|N
|Striker|Sub    |Bucc   |Ninja  |infinity|ZMFWUPT|N
|Obyn   |Sub    |Bucc   |Ninja  |infinity|ZMFWUPT|N
|Quincy |Sniper |Sub    |Bucc   |infinity|ZMFWURG|N
|Gwen   |Sniper |Sub    |Bucc   |infinity|ZMFWURG|N
|Striker|Sniper |Sub    |Bucc   |infinity|ZMFWURG|N
|Obyn   |Sniper |Sub    |Bucc   |infinity|ZMFWURG|N
|Quincy |Tack   |Sub    |Bucc   |infinity|ZMFWURE|N
|Obyn   |Tack   |Sub    |Bucc   |infinity|ZMFWURE|N
|Glue   |Druid  |Village|Engi   |clevelandfan32|ZMFWATY|N
|Brick  |Glue   |Mortar |Engi   |Sniper 355|ZMFWAYW|N
|Dart   |Boomer |Sniper |Bucc   |Aaron Cook|ZMFWBPS|N
|Dart   |Bomb   |Bucc   |Ninja  |Aaron Cook|ZMFWBRD|N
|Dart   |Bomb   |Bucc   |Engi   |Aaron Cook|ZMFWBYU|N
|Dart   |Tack   |Glue   |Engi   |Aaron Cook|ZMFWBLT|N
|Gwen   |Dart   |Boomer |Ice    |Aaron Cook|ZMFWSTL|N
|Gwen   |Dart   |Boomer |Sniper |Aaron Cook|ZMFWSAK|N
|Gwen   |Dart   |Boomer |Ninja  |Aaron Cook|ZMFWSBE|N
|Gwen   |Sub    |Ninja  |Druid  |clevelandfan32|ZMFWLUV|N
|Bomb   |Ice    |Sniper |Village|clevelandfan32|ZMFTOHV|N
|Church |Mortar |Ninja  |Village|clevelandfan32|ZMFTOEP|N
|Gwen   |Glue   |Druid  |Village|clevelandfan32|ZMFXGHM|N
|Church |Sniper |Super  |Spac   |coolio1223|ZMFXUXO|N
|Etienne|Dart   |Bomb   |Bucc   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Tack   |Bucc   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Ice    |Bucc   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Glue   |Bucc   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Sniper |Bucc   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Bucc   |Heli   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Bucc   |Ninja  |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Bucc   |Alch   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Bucc   |Druid  |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Bucc   |Engi   |LankyMcSwanky|ZMFXWCC|N
|Etienne|Bomb   |Ice    |Heli   |LankyMcSwanky|ZMFXTKD|N
|Etienne|Ice    |Glue   |Heli   |LankyMcSwanky|ZMFXTKD|N
|Etienne|Ice    |Heli   |Mortar |LankyMcSwanky|ZMFXTKD|N
|Etienne|Ice    |Heli   |Druid  |LankyMcSwanky|ZMFXTKD|N
|Etienne|Bomb   |Tack   |Heli   |LankyMcSwanky|ZMFXTUK|N
|Etienne|Tack   |Glue   |Heli   |LankyMcSwanky|ZMFXTUK|N
|Etienne|Tack   |Bucc   |Heli   |LankyMcSwanky|ZMFXTUK|N
|Etienne|Tack   |Heli   |Druid  |LankyMcSwanky|ZMFXTUK|N
|Bomb   |Mortar |Spac   |Engi   |epicalex4444|ZMFXTWG|N
